OrderID,Date,Customer,Region,Product,Category,Quantity,UnitPrice,Sales,Order Year,Order Month,High Value Order,Sales Category,Total Price
1297,2025-02-24,Customer_85,South,Desk,Furniture,10,150,1500,2025,February,Yes,High,1500
1298,2025-02-04,Customer_13,North,Notebook,Stationery,10,5,50,2025,February,No,Low,50
1299,2025-03-16,Customer_64,South,Laptop,Electronics,7,800,5600,2025,March,Yes,High,5600
1300,2025-01-02,Customer_98,East,Mouse,Electronics,2,20,40,2025,January,No,Low,40
1301,2025-10-24,Customer_42,East,Mouse,Electronics,1,20,20,2025,October,No,Low,20
1302,2025-08-07,Customer_53,West,Notebook,Stationery,2,5,10,2025,August,No,Low,10
1303,2025-11-07,Customer_24,North,Mouse,Electronics,8,20,160,2025,November,No,Low,160
1304,2025-07-26,Customer_77,North,Notebook,Stationery,6,5,30,2025,July,No,Low,30
1305,2025-04-18,Customer_53,South,Printer,Electronics,4,200,800,2025,April,No,Medium,800
1306,2025-03-29,Customer_118,East,Notebook,Stationery,6,5,30,2025,March,No,Low,30
1307,2025-12-01,Customer_37,North,Notebook,Stationery,3,5,15,2025,December,No,Low,15
1308,2025-03-27,Customer_110,East,Notebook,Stationery,2,5,10,2025,March,No,Low,10
1309,2025-12-09,Customer_97,West,Mouse,Electronics,10,20,200,2025,December,No,Low,200
1310,2025-11-25,Customer_47,East,Laptop,Electronics,3,800,2400,2025,November,Yes,High,2400
1311,2025-11-10,Customer_70,South,Mouse,Electronics,2,20,40,2025,November,No,Low,40
1312,2025-06-17,Customer_139,South,Laptop,Electronics,10,800,8000,2025,June,Yes,High,8000
1313,2025-04-20,Customer_84,North,Desk,Furniture,4,150,600,2025,April,No,Medium,600
1314,2025-12-17,Customer_62,North,Notebook,Stationery,8,5,40,2025,December,No,Low,40
1315,2025-11-02,Customer_57,North,Desk,Furniture,4,150,600,2025,November,No,Medium,600
1316,2025-07-09,Customer_89,West,Laptop,Electronics,6,800,4800,2025,July,Yes,High,4800
1317,2025-02-07,Customer_40,East,Mouse,Electronics,9,20,180,2025,February,No,Low,180
1318,2025-02-01,Customer_83,East,Printer,Electronics,1,200,200,2025,February,No,Low,200
1319,2025-05-08,Customer_133,East,Chair,Furniture,2,90,180,2025,May,No,Low,180
1320,2025-12-21,Customer_80,North,Mouse,Electronics,1,20,20,2025,December,No,Low,20
1321,2025-08-26,Customer_81,South,Mouse,Electronics,2,20,40,2025,August,No,Low,40
1322,2025-09-09,Customer_41,South,Desk,Furniture,6,150,900,2025,September,No,Medium,900
1323,2025-04-15,Customer_121,South,Mouse,Electronics,2,20,40,2025,April,No,Low,40
1324,2025-05-02,Customer_77,North,Printer,Electronics,10,200,2000,2025,May,Yes,High,2000
1325,2025-11-25,Customer_65,West,Chair,Furniture,7,90,630,2025,November,No,Medium,630
1326,2025-07-06,Customer_95,South,Chair,Furniture,7,90,630,2025,July,No,Medium,630
1327,2025-06-26,Customer_104,North,Laptop,Electronics,1,800,800,2025,June,No,Medium,800
1328,2025-02-14,Customer_81,West,Notebook,Stationery,9,5,45,2025,February,No,Low,45
1329,2025-10-20,Customer_42,South,Desk,Furniture,8,150,1200,2025,October,Yes,High,1200
1330,2025-04-15,Customer_132,South,Chair,Furniture,7,90,630,2025,April,No,Medium,630
1331,2025-03-31,Customer_122,East,Notebook,Stationery,8,5,40,2025,March,No,Low,40
1332,2025-06-27,Customer_34,East,Chair,Furniture,7,90,630,2025,June,No,Medium,630
1333,2025-03-17,Customer_25,West,Chair,Furniture,4,90,360,2025,March,No,Low,360
1334,2025-06-09,Customer_28,East,Notebook,Stationery,9,5,45,2025,June,No,Low,45
1335,2025-05-14,Customer_41,East,Mouse,Electronics,9,20,180,2025,May,No,Low,180
1336,2025-12-29,Customer_22,North,Mouse,Electronics,8,20,160,2025,December,No,Low,160
1337,2025-04-10,Customer_57,East,Printer,Electronics,6,200,1200,2025,April,Yes,High,1200
1338,2025-10-18,Customer_93,West,Mouse,Electronics,1,20,20,2025,October,No,Low,20
1339,2025-03-04,Customer_106,South,Mouse,Electronics,3,20,60,2025,March,No,Low,60
1340,2025-02-08,Customer_113,East,Mouse,Electronics,2,20,40,2025,February,No,Low,40
1341,2025-12-06,Customer_130,East,Desk,Furniture,3,150,450,2025,December,No,Low,450
1342,2025-07-03,Customer_36,West,Printer,Electronics,5,200,1000,2025,July,Yes,Medium,1000
1343,2025-10-18,Customer_92,West,Desk,Furniture,3,150,450,2025,October,No,Low,450
1344,2025-10-25,Customer_16,North,Notebook,Stationery,6,5,30,2025,October,No,Low,30
1345,2025-07-17,Customer_38,West,Desk,Furniture,7,150,1050,2025,July,Yes,High,1050
1346,2025-10-25,Customer_27,East,Laptop,Electronics,7,800,5600,2025,October,Yes,High,5600
1347,2025-11-23,Customer_15,North,Chair,Furniture,1,90,90,2025,November,No,Low,90
1348,2025-08-31,Customer_129,North,Mouse,Electronics,4,20,80,2025,August,No,Low,80
1349,2025-07-09,Customer_38,East,Laptop,Electronics,6,800,4800,2025,July,Yes,High,4800
1350,2025-03-22,Customer_40,West,Printer,Electronics,5,200,1000,2025,March,Yes,Medium,1000
1351,2025-09-01,Customer_93,East,Laptop,Electronics,1,800,800,2025,September,No,Medium,800
1352,2025-03-27,Customer_29,North,Mouse,Electronics,1,20,20,2025,March,No,Low,20
1353,2025-02-08,Customer_124,North,Notebook,Stationery,7,5,35,2025,February,No,Low,35
1354,2025-12-10,Customer_103,West,Desk,Furniture,2,150,300,2025,December,No,Low,300
1355,2025-07-11,Customer_80,West,Chair,Furniture,8,90,720,2025,July,No,Medium,720
1356,2025-10-13,Customer_11,South,Printer,Electronics,1,200,200,2025,October,No,Low,200
1357,2025-07-26,Customer_136,West,Chair,Furniture,10,90,900,2025,July,No,Medium,900
1358,2025-03-28,Customer_1,West,Printer,Electronics,1,200,200,2025,March,No,Low,200
1359,2025-06-20,Customer_32,South,Mouse,Electronics,4,20,80,2025,June,No,Low,80
1360,2025-09-15,Customer_95,West,Chair,Furniture,5,90,450,2025,September,No,Low,450
1361,2025-08-26,Customer_15,East,Notebook,Stationery,7,5,35,2025,August,No,Low,35
1362,2025-06-22,Customer_17,East,Chair,Furniture,3,90,270,2025,June,No,Low,270
1363,2025-05-24,Customer_55,North,Mouse,Electronics,8,20,160,2025,May,No,Low,160
1364,2025-03-24,Customer_125,East,Chair,Furniture,10,90,900,2025,March,No,Medium,900
1365,2025-10-26,Customer_136,South,Notebook,Stationery,1,5,5,2025,October,No,Low,5
1366,2025-09-09,Customer_51,East,Notebook,Stationery,5,5,25,2025,September,No,Low,25
1367,2025-01-08,Customer_90,South,Laptop,Electronics,6,800,4800,2025,January,Yes,High,4800
1368,2025-08-22,Customer_133,East,Laptop,Electronics,5,800,4000,2025,August,Yes,High,4000
1369,2025-05-26,Customer_58,East,Chair,Furniture,10,90,900,2025,May,No,Medium,900
1370,2025-02-03,Customer_108,South,Chair,Furniture,3,90,270,2025,February,No,Low,270
1371,2025-11-16,Customer_32,East,Printer,Electronics,6,200,1200,2025,November,Yes,High,1200
1372,2025-07-03,Customer_148,West,Desk,Furniture,4,150,600,2025,July,No,Medium,600
1373,2025-08-09,Customer_112,South,Mouse,Electronics,4,20,80,2025,August,No,Low,80
1374,2025-06-29,Customer_118,South,Mouse,Electronics,10,20,200,2025,June,No,Low,200
1375,2025-06-15,Customer_17,North,Chair,Furniture,4,90,360,2025,June,No,Low,360
1376,2025-04-30,Customer_25,West,Chair,Furniture,8,90,720,2025,April,No,Medium,720
1377,2025-06-18,Customer_23,East,Printer,Electronics,2,200,400,2025,June,No,Low,400
1378,2025-06-05,Customer_42,West,Desk,Furniture,9,150,1350,2025,June,Yes,High,1350
1379,2025-07-24,Customer_36,East,Notebook,Stationery,9,5,45,2025,July,No,Low,45
1380,2025-09-24,Customer_44,West,Notebook,Stationery,8,5,40,2025,September,No,Low,40
1381,2025-10-27,Customer_19,East,Chair,Furniture,10,90,900,2025,October,No,Medium,900
1382,2025-06-11,Customer_98,South,Mouse,Electronics,7,20,140,2025,June,No,Low,140
1383,2025-06-15,Customer_131,North,Chair,Furniture,9,90,810,2025,June,No,Medium,810
1384,2025-08-07,Customer_112,North,Mouse,Electronics,6,20,120,2025,August,No,Low,120
1385,2025-01-24,Customer_110,South,Printer,Electronics,10,200,2000,2025,January,Yes,High,2000
1386,2025-04-28,Customer_115,North,Mouse,Electronics,4,20,80,2025,April,No,Low,80
1387,2025-06-02,Customer_16,East,Notebook,Stationery,9,5,45,2025,June,No,Low,45
1388,2025-11-19,Customer_83,East,Notebook,Stationery,6,5,30,2025,November,No,Low,30
1389,2025-01-22,Customer_115,East,Mouse,Electronics,8,20,160,2025,January,No,Low,160
1390,2025-10-15,Customer_61,East,Laptop,Electronics,3,800,2400,2025,October,Yes,High,2400
1391,2025-07-30,Customer_117,East,Printer,Electronics,7,200,1400,2025,July,Yes,High,1400
1392,2025-12-15,Customer_91,South,Chair,Furniture,8,90,720,2025,December,No,Medium,720
1393,2025-04-18,Customer_91,West,Mouse,Electronics,5,20,100,2025,April,No,Low,100
1394,2025-03-01,Customer_150,North,Printer,Electronics,1,200,200,2025,March,No,Low,200
1395,2025-08-12,Customer_31,West,Notebook,Stationery,9,5,45,2025,August,No,Low,45
1396,2025-11-20,Customer_1,West,Printer,Electronics,9,200,1800,2025,November,Yes,High,1800
1397,2025-03-14,Customer_67,South,Chair,Furniture,6,90,540,2025,March,No,Medium,540
1398,2025-01-15,Customer_30,North,Notebook,Stationery,8,5,40,2025,January,No,Low,40
1399,2025-03-17,Customer_32,East,Laptop,Electronics,3,800,2400,2025,March,Yes,High,2400
1400,2025-06-18,Customer_104,North,Notebook,Stationery,1,5,5,2025,June,No,Low,5
1401,2025-09-28,Customer_132,North,Mouse,Electronics,8,20,160,2025,September,No,Low,160
1402,2025-03-31,Customer_84,North,Laptop,Electronics,8,800,6400,2025,March,Yes,High,6400
1403,2025-04-25,Customer_45,West,Desk,Furniture,1,150,150,2025,April,No,Low,150
1404,2025-06-06,Customer_92,East,Mouse,Electronics,2,20,40,2025,June,No,Low,40
1405,2025-01-28,Customer_30,South,Chair,Furniture,10,90,900,2025,January,No,Medium,900
1406,2025-02-12,Customer_32,South,Chair,Furniture,3,90,270,2025,February,No,Low,270
1407,2025-04-05,Customer_64,North,Mouse,Electronics,10,20,200,2025,April,No,Low,200
1408,2025-09-09,Customer_50,East,Laptop,Electronics,4,800,3200,2025,September,Yes,High,3200
1409,2025-09-20,Customer_140,East,Mouse,Electronics,2,20,40,2025,September,No,Low,40
1410,2025-01-13,Customer_82,West,Desk,Furniture,6,150,900,2025,January,No,Medium,900
1411,2025-03-05,Customer_110,South,Notebook,Stationery,9,5,45,2025,March,No,Low,45
1412,2025-07-04,Customer_35,West,Chair,Furniture,10,90,900,2025,July,No,Medium,900
1413,2025-04-22,Customer_2,North,Laptop,Electronics,10,800,8000,2025,April,Yes,High,8000
1414,2025-01-13,Customer_59,West,Printer,Electronics,1,200,200,2025,January,No,Low,200
1415,2025-12-20,Customer_88,East,Desk,Furniture,2,150,300,2025,December,No,Low,300
1416,2025-02-04,Customer_79,East,Mouse,Electronics,3,20,60,2025,February,No,Low,60
1417,2025-09-05,Customer_77,South,Chair,Furniture,10,90,900,2025,September,No,Medium,900
1418,2025-10-21,Customer_14,North,Chair,Furniture,1,90,90,2025,October,No,Low,90
1419,2025-04-23,Customer_150,North,Laptop,Electronics,8,800,6400,2025,April,Yes,High,6400
1420,2025-03-23,Customer_104,East,Laptop,Electronics,4,800,3200,2025,March,Yes,High,3200
1421,2025-12-14,Customer_150,North,Mouse,Electronics,6,20,120,2025,December,No,Low,120
1422,2025-06-25,Customer_119,West,Desk,Furniture,6,150,900,2025,June,No,Medium,900
1423,2025-11-01,Customer_115,South,Printer,Electronics,1,200,200,2025,November,No,Low,200
1424,2025-12-21,Customer_2,North,Laptop,Electronics,6,800,4800,2025,December,Yes,High,4800
1425,2025-10-27,Customer_60,North,Printer,Electronics,7,200,1400,2025,October,Yes,High,1400
1426,2025-10-26,Customer_133,East,Desk,Furniture,9,150,1350,2025,October,Yes,High,1350
1427,2025-09-17,Customer_58,North,Desk,Furniture,5,150,750,2025,September,No,Medium,750
1428,2025-01-18,Customer_112,East,Printer,Electronics,3,200,600,2025,January,No,Medium,600
1429,2025-07-16,Customer_125,East,Chair,Furniture,6,90,540,2025,July,No,Medium,540
1430,2025-02-03,Customer_130,South,Notebook,Stationery,5,5,25,2025,February,No,Low,25
1431,2025-02-12,Customer_4,West,Mouse,Electronics,1,20,20,2025,February,No,Low,20
1432,2025-06-15,Customer_18,East,Desk,Furniture,6,150,900,2025,June,No,Medium,900
1433,2025-07-27,Customer_26,North,Mouse,Electronics,10,20,200,2025,July,No,Low,200
1434,2025-04-28,Customer_30,South,Chair,Furniture,2,90,180,2025,April,No,Low,180
1435,2025-06-16,Customer_20,East,Chair,Furniture,6,90,540,2025,June,No,Medium,540
1436,2025-04-11,Customer_10,West,Mouse,Electronics,7,20,140,2025,April,No,Low,140
1437,2025-01-16,Customer_23,West,Printer,Electronics,10,200,2000,2025,January,Yes,High,2000
1438,2025-04-07,Customer_90,North,Printer,Electronics,1,200,200,2025,April,No,Low,200
1439,2025-03-26,Customer_125,North,Laptop,Electronics,6,800,4800,2025,March,Yes,High,4800
1440,2025-01-26,Customer_85,North,Chair,Furniture,2,90,180,2025,January,No,Low,180
1441,2025-10-21,Customer_104,West,Printer,Electronics,8,200,1600,2025,October,Yes,High,1600
1442,2025-08-07,Customer_3,South,Notebook,Stationery,9,5,45,2025,August,No,Low,45
1443,2025-01-17,Customer_92,North,Printer,Electronics,7,200,1400,2025,January,Yes,High,1400
1444,2025-05-31,Customer_121,East,Chair,Furniture,5,90,450,2025,May,No,Low,450
1445,2025-03-02,Customer_92,South,Printer,Electronics,5,200,1000,2025,March,Yes,Medium,1000
1446,2025-11-09,Customer_100,West,Desk,Furniture,6,150,900,2025,November,No,Medium,900
1447,2025-09-08,Customer_106,West,Desk,Furniture,2,150,300,2025,September,No,Low,300
1448,2025-11-24,Customer_104,North,Mouse,Electronics,5,20,100,2025,November,No,Low,100
1449,2025-07-07,Customer_19,East,Mouse,Electronics,1,20,20,2025,July,No,Low,20
1450,2025-04-11,Customer_144,North,Chair,Furniture,1,90,90,2025,April,No,Low,90
1451,2025-11-15,Customer_150,East,Chair,Furniture,3,90,270,2025,November,No,Low,270
1452,2025-12-29,Customer_147,West,Laptop,Electronics,9,800,7200,2025,December,Yes,High,7200
1453,2025-05-05,Customer_15,South,Notebook,Stationery,2,5,10,2025,May,No,Low,10
1454,2025-03-24,Customer_16,North,Mouse,Electronics,8,20,160,2025,March,No,Low,160
1455,2025-06-08,Customer_104,West,Desk,Furniture,2,150,300,2025,June,No,Low,300
1456,2025-05-30,Customer_87,North,Notebook,Stationery,10,5,50,2025,May,No,Low,50
1457,2025-05-22,Customer_150,West,Notebook,Stationery,3,5,15,2025,May,No,Low,15
1458,2025-12-13,Customer_58,North,Notebook,Stationery,2,5,10,2025,December,No,Low,10
1459,2025-12-15,Customer_130,North,Desk,Furniture,1,150,150,2025,December,No,Low,150
1460,2025-09-21,Customer_15,North,Printer,Electronics,6,200,1200,2025,September,Yes,High,1200
1461,2025-12-30,Customer_54,West,Printer,Electronics,5,200,1000,2025,December,Yes,Medium,1000
1462,2025-02-11,Customer_36,East,Laptop,Electronics,6,800,4800,2025,February,Yes,High,4800
1463,2025-01-28,Customer_64,South,Desk,Furniture,4,150,600,2025,January,No,Medium,600
1464,2025-10-05,Customer_27,North,Printer,Electronics,2,200,400,2025,October,No,Low,400
1465,2025-01-23,Customer_76,South,Laptop,Electronics,7,800,5600,2025,January,Yes,High,5600
1466,2025-11-09,Customer_62,South,Mouse,Electronics,7,20,140,2025,November,No,Low,140
1467,2025-12-29,Customer_73,East,Laptop,Electronics,2,800,1600,2025,December,Yes,High,1600
1468,2025-05-06,Customer_17,North,Mouse,Electronics,2,20,40,2025,May,No,Low,40
1469,2025-12-25,Customer_45,North,Mouse,Electronics,10,20,200,2025,December,No,Low,200
1470,2025-05-17,Customer_109,East,Desk,Furniture,4,150,600,2025,May,No,Medium,600
1471,2025-06-17,Customer_13,East,Notebook,Stationery,5,5,25,2025,June,No,Low,25
1472,2025-05-17,Customer_38,South,Printer,Electronics,7,200,1400,2025,May,Yes,High,1400
1473,2025-10-21,Customer_21,East,Mouse,Electronics,3,20,60,2025,October,No,Low,60
1474,2025-12-03,Customer_38,West,Notebook,Stationery,3,5,15,2025,December,No,Low,15
1475,2025-10-08,Customer_99,East,Notebook,Stationery,5,5,25,2025,October,No,Low,25
1476,2025-09-11,Customer_26,South,Laptop,Electronics,1,800,800,2025,September,No,Medium,800
1477,2025-05-13,Customer_108,West,Mouse,Electronics,1,20,20,2025,May,No,Low,20
1478,2025-04-13,Customer_68,North,Printer,Electronics,4,200,800,2025,April,No,Medium,800
1479,2025-05-08,Customer_39,North,Mouse,Electronics,8,20,160,2025,May,No,Low,160
1480,2025-09-08,Customer_12,North,Printer,Electronics,7,200,1400,2025,September,Yes,High,1400
1481,2025-04-19,Customer_52,West,Mouse,Electronics,4,20,80,2025,April,No,Low,80
1482,2025-12-22,Customer_54,North,Desk,Furniture,3,150,450,2025,December,No,Low,450
1483,2025-02-26,Customer_116,North,Mouse,Electronics,2,20,40,2025,February,No,Low,40
1484,2025-06-08,Customer_106,West,Desk,Furniture,4,150,600,2025,June,No,Medium,600
1485,2025-05-05,Customer_136,South,Mouse,Electronics,3,20,60,2025,May,No,Low,60
1486,2025-03-27,Customer_3,South,Laptop,Electronics,9,800,7200,2025,March,Yes,High,7200
1487,2025-09-04,Customer_94,West,Chair,Furniture,8,90,720,2025,September,No,Medium,720
1488,2025-02-02,Customer_112,South,Chair,Furniture,6,90,540,2025,February,No,Medium,540
1489,2025-06-20,Customer_59,South,Chair,Furniture,10,90,900,2025,June,No,Medium,900
1490,2025-01-06,Customer_44,West,Mouse,Electronics,8,20,160,2025,January,No,Low,160
1491,2025-03-18,Customer_123,West,Laptop,Electronics,3,800,2400,2025,March,Yes,High,2400
1492,2025-06-29,Customer_112,West,Laptop,Electronics,2,800,1600,2025,June,Yes,High,1600
1493,2025-11-02,Customer_99,North,Notebook,Stationery,5,5,25,2025,November,No,Low,25
1494,2025-04-10,Customer_89,South,Mouse,Electronics,10,20,200,2025,April,No,Low,200
1495,2025-10-01,Customer_28,East,Chair,Furniture,7,90,630,2025,October,No,Medium,630
1496,2025-09-01,Customer_88,North,Laptop,Electronics,8,800,6400,2025,September,Yes,High,6400
1497,2025-08-23,Customer_137,East,Printer,Electronics,10,200,2000,2025,August,Yes,High,2000
1498,2025-07-16,Customer_85,North,Laptop,Electronics,6,800,4800,2025,July,Yes,High,4800
1499,2025-02-15,Customer_75,East,Chair,Furniture,1,90,90,2025,February,No,Low,90
1500,2025-05-28,Customer_19,North,Laptop,Electronics,10,800,8000,2025,May,Yes,High,8000
